acousticness,danceability,energy,instrumentalness,loudness,valence,genre
0.348,0.866,0.565,0.0,-8.738999999999999,0.88,1
0.974,0.304,0.145,0.871,-16.918,0.0568,2
0.0198,0.57,0.5710000000000001,0.0,-6.3260000000000005,0.248,1
0.935,0.24,0.0648,0.0272,-25.208,0.0771,0
0.251,0.77,0.648,4.3e-06,-5.675,0.417,1
0.6990000000000001,0.531,0.481,0.0,-11.709,0.491,2
0.994,0.249,0.0356,0.866,-30.165,0.7559999999999999,0
0.81,0.48,0.163,0.754,-19.117,0.212,0
0.388,0.307,0.433,9.08e-05,-10.057,0.224,2
0.19399999999999998,0.7140000000000001,0.609,0.0,-7.683,0.778,1
0.0978,0.7240000000000001,0.675,9.41e-06,-5.267,0.325,1
0.0966,0.667,0.755,6.94e-05,-7.246,0.883,2
0.278,0.782,0.529,0.0,-8.877,0.3,1
0.994,0.249,0.0356,0.866,-30.165,0.7559999999999999,2
0.853,0.794,0.32,0.134,-12.92,0.241,1
0.123,0.6509999999999999,0.8009999999999999,0.0,-7.34,0.7759999999999999,2
0.923,0.342,0.237,0.741,-14.332,0.334,0
0.105,0.173,0.481,0.052000000000000005,-9.674,0.047,0
0.75,0.385,0.202,0.7829999999999999,-15.072,0.233,2
0.941,0.197,0.046,0.7979999999999999,-22.31,0.0386,2
0.963,0.212,0.301,0.0033,-12.505,0.0798,0
0.901,0.359,0.046,0.118,-18.725,0.263,0
0.013,0.564,0.932,0.16899999999999998,-10.068,0.619,2
0.0221,0.49,0.618,3.77e-06,-5.655,0.28600000000000003,1
0.983,0.24,0.0479,0.944,-16.953,0.0438,0
0.342,0.703,0.594,0.0,-6.146,0.475,1
0.98,0.205,0.0525,0.906,-23.841,0.0511,0
0.812,0.28800000000000003,0.0372,0.92,-19.215,0.16699999999999998,0
0.605,0.703,0.703,0.0,-4.672,0.6970000000000001,1
0.25,0.5489999999999999,0.722,0.0138,-11.729,0.716,2
0.201,0.64,0.6629999999999999,0.00806,-7.516,0.6629999999999999,2
0.0115,0.7090000000000001,0.679,0.0,-6.502999999999999,0.754,1
0.304,0.0603,0.271,0.8540000000000001,-13.163,0.17800000000000002,2
0.955,0.616,0.008459999999999999,0.000491,-24.88300000000001,0.4970000000000001,2
0.861,0.7120000000000001,0.35700000000000004,0.0725,-18.287,0.8290000000000001,2
0.945,0.155,0.0127,0.731,-30.538,0.0372,2
0.0589,0.586,0.7,0.00125,-9.558,0.897,2
0.5760000000000001,0.368,0.32299999999999995,0.000366,-14.912,0.61,0
0.439,0.212,0.379,0.728,-10.722,0.0618,0
0.000407,0.887,0.606,0.0,-6.572,0.272,1
0.209,0.6890000000000001,0.393,0.0,-9.179,0.513,1
0.128,0.616,0.617,0.0,-8.431000000000001,0.476,1
0.957,0.0629,0.0199,0.906,-26.369,0.0341,2
0.943,0.396,0.277,0.975,-14.373,0.353,0
0.181,0.644,0.919,0.134,-6.289,0.871,2
0.937,0.349,0.08900000000000001,0.958,-15.455,0.301,0
0.468,0.7979999999999999,0.6409999999999999,0.0,-5.581,0.421,1
0.84,0.231,0.199,0.61,-18.938,0.249,2
0.958,0.25,0.135,0.0349,-18.615,0.179,0
0.0798,0.91,0.657,0.0,-8.488999999999999,0.44799999999999995,1
0.98,0.0999,0.0241,0.7659999999999999,-25.651,0.0396,0
0.7290000000000001,0.483,0.721,0.0,-6.836,0.562,2
0.411,0.757,0.868,0.00221,-9.326,0.815,2
0.975,0.303,0.119,0.88,-18.055,0.038,0
0.0247,0.941,0.463,5.53e-05,-5.9929999999999986,0.312,1
0.988,0.168,0.129,0.898,-24.705,0.0697,0
0.0614,0.9279999999999999,0.341,0.0,-10.196,0.745,1
0.991,0.324,0.115,0.932,-25.127,0.187,0
0.0241,0.469,0.537,0.00201,-10.421,0.7829999999999999,2
0.995,0.193,0.0656,0.8290000000000001,-19.239,0.0359,0
0.981,0.38,0.114,0.894,-20.374,0.0709,0
0.315,0.507,0.6759999999999999,2.3899999999999998e-05,-6.845,0.359,1
0.337,0.6809999999999999,0.698,0.0,-9.779,0.545,1
0.44,0.893,0.583,0.0,-5.966,0.846,1
0.335,0.664,0.621,0.0,-8.164,0.302,1
0.146,0.868,0.638,0.0565,-7.746,0.45899999999999996,1
0.132,0.823,0.499,0.0,-11.01,0.604,1
0.304,0.0603,0.271,0.8540000000000001,-13.163,0.17800000000000002,0
0.99,0.0927,0.0268,0.94,-27.546,0.0619,2
0.945,0.155,0.0127,0.731,-30.538,0.0372,0
0.11,0.794,0.7559999999999999,0.0,-7.16,0.775,1
0.943,0.303,0.601,0.936,-12.36,0.545,2
0.000989,0.421,0.677,9.65e-05,-6.183,0.6829999999999999,2
0.931,0.28,0.287,0.888,-22.167,0.509,2
0.679,0.693,0.4970000000000001,0.0,-7.316,0.473,2
0.168,0.8320000000000001,0.5489999999999999,0.0,-8.259,0.384,1
0.487,0.48,0.602,0.0,-6.335,0.269,1
0.981,0.38,0.114,0.894,-20.374,0.0709,2
0.982,0.161,0.113,0.872,-20.832,0.0455,2
0.918,0.0753,0.07,0.947,-27.272,0.0625,0
0.0439,0.753,0.502,1.54e-06,-6.879,0.349,1
0.00494,0.733,0.743,0.0,-5.045,0.623,1
0.818,0.201,0.435,0.00245,-7.149,0.349,2
0.5820000000000001,0.742,0.36,0.0,-11.285,0.34700000000000003,1
0.967,0.155,0.0406,0.659,-25.172,0.0387,2
0.967,0.155,0.0406,0.659,-25.172,0.0387,0
0.14300000000000002,0.782,0.51,0.0,-5.724,0.11800000000000001,1
0.982,0.184,0.0341,0.8370000000000001,-17.384,0.0454,0
0.0153,0.581,0.662,0.0,-5.239,0.434,1
0.992,0.361,0.0064,0.893,-30.422,0.1,0
0.214,0.6679999999999999,0.906,0.00245,-4.881,0.507,2
0.0008939999999999998,0.377,0.682,0.00217,-8.039,0.28800000000000003,2
0.116,0.598,0.901,0.0401,-6.081,0.8140000000000001,2
0.957,0.0629,0.0199,0.906,-26.369,0.0341,0
0.8420000000000001,0.0876,0.0548,0.3720000000000001,-24.786,0.0366,2
0.00298,0.38,0.76,0.0294,-10.961,0.491,2
0.982,0.184,0.0341,0.8370000000000001,-17.384,0.0454,2
0.327,0.591,0.804,5.98e-06,-7.298999999999999,0.6579999999999999,2
0.00574,0.579,0.508,0.0004940000000000001,-9.484,0.609,2
0.337,0.927,0.477,0.0,-10.006,0.527,1
0.994,0.31,0.0555,0.906,-25.695,0.5660000000000001,0
0.0436,0.784,0.499,0.0,-9.713,0.431,1
0.931,0.363,0.0479,0.939,-29.101,0.322,0
0.0302,0.5329999999999999,0.376,0.248,-11.913,0.187,2
0.963,0.688,0.0337,0.8959999999999999,-30.436,0.899,0
0.927,0.209,0.101,0.9,-19.383,0.153,0
0.392,0.809,0.545,0.0,-6.678,0.244,1
0.946,0.14400000000000002,0.132,0.779,-19.115,0.0627,0
0.455,0.664,0.5529999999999999,0.0,-8.316,0.722,1
0.968,0.545,0.175,0.909,-17.925,0.498,2
0.408,0.8140000000000001,0.578,2.65e-06,-6.595,0.495,1
0.991,0.0623,0.0116,0.445,-27.893,0.0331,0
0.185,0.544,0.7440000000000001,0.0,-5.007,0.5720000000000001,1
0.993,0.261,0.0144,0.932,-28.002,0.0738,2
0.957,0.0629,0.0199,0.906,-26.369,0.0341,2
0.99,0.0927,0.0268,0.94,-27.546,0.0619,0
0.0632,0.73,0.868,0.0661,-7.325,0.923,2
0.000373,0.398,0.952,7.75e-05,-6.0420000000000025,0.584,2
0.882,0.1,0.187,0.912,-14.543,0.0385,0
0.365,0.596,0.448,5.3e-06,-9.616,0.7959999999999999,2
0.946,0.14400000000000002,0.132,0.779,-19.115,0.0627,0
0.179,0.8140000000000001,0.527,0.000512,-7.001,0.54,1
0.978,0.465,0.128,0.271,-17.628,0.428,0
0.29100000000000004,0.836,0.498,0.0,-8.846,0.292,1
0.994,0.174,0.17800000000000002,0.861,-18.717,0.0347,2
0.0301,0.456,0.978,0.499,-4.869,0.327,2
0.978,0.364,0.0592,0.0,-21.757,0.185,0
0.946,0.14400000000000002,0.132,0.779,-19.115,0.0627,2
0.963,0.463,0.162,0.825,-24.484,0.374,0
0.901,0.0754,0.0102,0.106,-35.69,0.0331,0
0.812,0.28800000000000003,0.0372,0.92,-19.215,0.16699999999999998,2
0.778,0.166,0.328,0.936,-13.806,0.0759,0
0.94,0.218,0.117,0.861,-18.585,0.0599,0
0.923,0.109,0.16399999999999998,0.889,-18.07,0.0393,2
0.861,0.7120000000000001,0.35700000000000004,0.0725,-18.287,0.8290000000000001,0
0.313,0.489,0.7240000000000001,0.185,-8.367,0.15,2
0.36,0.453,0.905,0.0005690000000000001,-4.001,0.474,2
0.995,0.37,0.0076,0.91,-33.663000000000004,0.278,0
0.947,0.528,0.282,0.959,-16.449,0.393,0
0.00249,0.545,0.64,0.0304,-9.937,0.606,2
0.128,0.7979999999999999,0.568,0.0,-7.83,0.7040000000000001,1
0.964,0.332,0.333,0.000257,-10.769,0.091,0
0.181,0.597,0.605,0.000331,-12.013,0.8859999999999999,2
0.0547,0.813,0.557,0.0,-6.655,0.764,1
0.061,0.574,0.913,0.00158,-4.793,0.423,2
0.057,0.8,0.56,0.0,-4.8180000000000005,0.45,1
0.993,0.335,0.0050100000000000006,0.919,-33.366,0.0383,0
0.996,0.376,0.00579,0.944,-31.615,0.0369,0
0.995,0.321,0.0134,0.909,-25.438,0.0624,2
0.964,0.332,0.333,0.000257,-10.769,0.091,2
0.000182,0.11,0.494,0.81,-13.961,0.105,2
0.626,0.6659999999999999,0.711,2.47e-05,-6.075,0.652,1
0.941,0.197,0.046,0.7979999999999999,-22.31,0.0386,0
0.991,0.122,0.0143,0.261,-31.373,0.083,0
0.931,0.363,0.0479,0.939,-29.101,0.322,2
0.221,0.645,0.598,3.53e-06,-13.18,0.913,2
0.0032700000000000003,0.856,0.564,0.0,-6.295,0.483,1
0.0179,0.7240000000000001,0.489,4.64e-05,-6.7620000000000005,0.268,1
0.16,0.833,0.398,0.0,-8.634,0.623,1
0.976,0.309,0.258,0.69,-15.327,0.115,0
0.936,0.203,0.112,0.935,-18.029,0.0374,0
0.892,0.208,0.0378,0.494,-30.122,0.039,2
0.892,0.208,0.0378,0.494,-30.122,0.039,0
0.89,0.154,0.0026100000000000003,0.763,-36.267,0.0366,0
0.0409,0.509,0.8270000000000001,0.0,-7.715,0.743,2
0.8909999999999999,0.14400000000000002,0.0868,0.904,-23.338,0.0737,0
0.778,0.166,0.328,0.936,-13.806,0.0759,2
0.979,0.12,0.112,0.893,-22.235,0.038,0
0.986,0.23,0.0487,0.945,-27.675,0.101,0
0.957,0.248,0.298,0.9,-15.661,0.157,0
0.56,0.813,0.46,0.0105,-9.78,0.7290000000000001,2
0.959,0.224,0.0291,0.845,-26.167,0.0538,0
0.078,0.733,0.494,0.0,-10.545,0.495,1
0.565,0.111,0.14300000000000002,0.911,-17.188,0.039,2
0.112,0.933,0.528,0.329,-6.472,0.7559999999999999,2
0.616,0.171,0.242,0.912,-15.363,0.0958,2
8.44e-05,0.426,0.619,0.00239,-11.501,0.382,2
0.00998,0.917,0.529,0.0,-3.785,0.289,1
0.983,0.194,0.0545,0.945,-24.877,0.0385,0
0.151,0.923,0.473,0.0,-8.641,0.531,1
0.923,0.342,0.237,0.741,-14.332,0.334,2
0.923,0.109,0.16399999999999998,0.889,-18.07,0.0393,0
0.986,0.161,0.0144,0.117,-30.88300000000001,0.0336,0
0.748,0.13,0.158,0.924,-16.132,0.0998,0
0.871,0.223,0.227,0.8909999999999999,-17.695,0.127,0
0.153,0.848,0.457,0.0,-10.118,0.22699999999999998,1
0.906,0.322,0.14,0.759,-20.747,0.285,0
0.5770000000000001,0.404,0.903,0.297,-3.88,0.498,2
0.0983,0.632,0.586,0.581,-11.333,0.89,2
0.101,0.831,0.502,0.0,-4.045,0.101,1
0.059,0.8220000000000001,0.457,0.00114,-10.311,0.696,1
0.0121,0.8809999999999999,0.785,0.0,-5.4,0.17800000000000002,1
0.317,0.575,0.609,0.0,-4.88,0.33899999999999997,1
0.948,0.353,0.254,0.8590000000000001,-16.205,0.0986,0
0.5760000000000001,0.368,0.32299999999999995,0.000366,-14.912,0.61,2
0.7140000000000001,0.238,0.227,0.8320000000000001,-15.534,0.29,2
0.991,0.128,0.0386,0.94,-23.759,0.0359,0
0.846,0.173,0.149,0.925,-19.694000000000006,0.0901,2
0.99,0.122,0.115,0.888,-18.359,0.0652,2
0.902,0.0811,0.0122,0.308,-32.654,0.0384,0
0.991,0.231,0.0297,0.878,-31.544,0.07,2
0.401,0.809,0.477,0.0,-8.797,0.626,1
0.968,0.513,0.277,0.000573,-18.703,0.746,2
0.975,0.183,0.191,0.0589,-17.132,0.0392,0
0.949,0.58,0.0427,0.987,-32.398,0.774,0
0.0029,0.333,0.927,0.000208,-8.55,0.385,2
0.0329,0.7909999999999999,0.561,0.0,-7.051,0.319,1
0.13,0.249,0.228,0.846,-15.678,0.139,0
0.12,0.94,0.532,0.0,-5.9979999999999976,0.599,1
0.0667,0.951,0.573,0.0,-6.002000000000002,0.42,1
0.524,0.6629999999999999,0.7120000000000001,0.0,-7.268,0.527,2
0.985,0.871,0.179,0.941,-21.433000000000003,0.311,0
0.00336,0.65,0.613,0.0,-6.13,0.0804,1
0.000182,0.11,0.494,0.81,-13.961,0.105,0
0.027000000000000003,0.912,0.465,0.0,-7.462999999999999,0.919,1
0.125,0.545,0.637,1.22e-06,-7.574,0.43,1
0.027000000000000003,0.648,0.722,0.0,-9.992,0.275,1
0.102,0.826,0.635,0.0,-5.181,0.8079999999999999,1
0.994,0.413,0.135,0.902,-23.277,0.0715,0
0.165,0.863,0.8340000000000001,4.39e-06,-5.274,0.596,1
0.0866,0.454,0.91,0.0996,-7.766,0.629,2
0.83,0.125,0.022,0.965,-28.29300000000001,0.0325,2
0.0863,0.575,0.5660000000000001,0.0,-7.612999999999999,0.282,1
0.00485,0.872,0.8140000000000001,1.96e-06,-4.5680000000000005,0.57,1
0.929,0.263,0.242,0.875,-13.788,0.0743,0
0.648,0.466,0.759,0.894,-12.159,0.395,2
0.888,0.0749,0.108,0.867,-16.197,0.0372,0
0.128,0.8420000000000001,0.424,0.00011,-11.189,0.362,1
0.955,0.245,0.315,0.00156,-11.555,0.126,2
0.0364,0.782,0.328,0.11,-11.677,0.7879999999999999,1
0.65,0.7090000000000001,0.5479999999999999,1.59e-06,-8.493,0.5429999999999999,1
0.248,0.515,0.679,3.02e-05,-6.169,0.41600000000000004,1
0.936,0.163,0.0891,0.91,-20.255,0.0723,2
0.0183,0.484,0.711,0.173,-7.784,0.49,2
0.0204,0.741,0.6779999999999999,0.0,-5.835,0.718,1
0.901,0.1,0.0354,0.865,-17.211,0.0426,0
0.8270000000000001,0.459,0.394,0.8240000000000001,-14.981,0.636,2
0.247,0.746,0.69,0.0,-7.956,0.4970000000000001,1
0.897,0.156,0.162,0.691,-17.101,0.077,0
0.015,0.838,0.516,0.0,-9.418,0.637,1
0.0648,0.636,0.746,0.29,-3.785,0.4320000000000001,2
0.8240000000000001,0.298,0.34600000000000003,0.6940000000000001,-15.465,0.482,0
0.889,0.398,0.373,0.193,-14.065,0.61,0
0.93,0.253,0.098,0.862,-19.878,0.062,0
0.0481,0.807,0.546,0.0,-8.482999999999999,0.28800000000000003,1
0.00824,0.821,0.863,0.0,-3.159,0.8740000000000001,1
0.7879999999999999,0.321,0.257,0.858,-13.175999999999998,0.153,2
0.989,0.221,0.126,0.897,-25.427,0.21600000000000005,0
0.797,0.35100000000000003,0.206,0.255,-22.657,0.0839,0
0.957,0.0629,0.0199,0.906,-26.369,0.0341,0
0.153,0.754,0.759,0.000108,-5.218,0.435,2
0.0169,0.273,0.952,0.0111,-8.762,0.472,2
0.147,0.8740000000000001,0.443,0.0,-9.628,0.298,1
0.105,0.173,0.481,0.052000000000000005,-9.674,0.047,2
0.794,0.7929999999999999,0.457,0.0,-11.902,0.904,1
0.7290000000000001,0.246,0.0813,0.8270000000000001,-18.185,0.0772,2
0.345,0.8320000000000001,0.534,0.0,-7.813,0.116,1
0.922,0.292,0.246,0.525,-14.96,0.0859,0
9.7e-05,0.116,0.246,0.875,-17.599,0.0366,0
0.439,0.212,0.379,0.728,-10.722,0.0618,2
0.000523,0.8290000000000001,0.667,0.000521,-5.3660000000000005,0.545,1
0.974,0.304,0.145,0.871,-16.918,0.0568,0
0.0209,0.893,0.713,0.0,-8.652999999999999,0.519,1
0.131,0.524,0.511,0.0,-8.666,0.524,1
0.25,0.7659999999999999,0.446,0.000704,-13.079,0.743,2
0.994,0.491,0.0176,0.927,-26.911,0.0901,0
0.648,0.466,0.759,0.894,-12.159,0.395,0
0.413,0.7859999999999999,0.87,0.0004940000000000001,-3.875,0.8640000000000001,2
0.981,0.35600000000000004,0.152,0.903,-20.155,0.04,0
0.98,0.496,0.249,0.934,-18.131,0.7190000000000001,0
0.768,0.113,0.255,0.7759999999999999,-17.19,0.0524,2
0.0523,0.733,0.5920000000000001,0.0,-6.767,0.387,1
0.96,0.153,0.0551,0.7879999999999999,-23.94,0.157,0
0.106,0.853,0.594,0.0,-6.682,0.35100000000000003,1
0.0599,0.706,0.76,1.46e-06,-4.702,0.564,1
0.994,0.12,0.138,0.6859999999999999,-15.538,0.043,0
0.00424,0.6559999999999999,0.473,0.0,-9.708,0.378,1
0.565,0.111,0.14300000000000002,0.911,-17.188,0.039,0
0.0156,0.9159999999999999,0.502,0.0,-9.389,0.374,1
0.877,0.138,0.0522,0.794,-23.207,0.0368,0
0.403,0.867,0.521,0.0,-8.12,0.36,1
0.937,0.349,0.08900000000000001,0.958,-15.455,0.301,2
0.259,0.889,0.496,0.0,-6.365,0.544,1
0.6859999999999999,0.654,0.506,0.0155,-17.18,0.831,2
0.0556,0.748,0.381,8.78e-05,-11.928,0.307,1
0.0819,0.732,0.6629999999999999,0.0,-7.616,0.227,1
0.0144,0.8190000000000001,0.6990000000000001,0.0,-7.291,0.478,1
0.995,0.244,0.0021,0.86,-41.044,0.187,0
0.00255,0.438,0.805,5.69e-05,-6.237,0.564,2
0.987,0.29,0.0126,0.943,-27.648000000000003,0.0333,2
0.84,0.231,0.199,0.61,-18.938,0.249,0
0.8640000000000001,0.16899999999999998,0.0974,0.632,-21.414,0.0524,0
0.5329999999999999,0.752,0.375,0.0,-10.157,0.591,1
0.968,0.545,0.175,0.909,-17.925,0.498,0
0.8140000000000001,0.253,0.327,2.51e-06,-8.457,0.0444,2
0.0249,0.629,0.785,9.45e-06,-10.761,0.8690000000000001,2
0.92,0.254,0.171,0.804,-14.75,0.28300000000000003,0
0.988,0.168,0.129,0.898,-24.705,0.0697,2
0.882,0.1,0.187,0.912,-14.543,0.0385,2
0.83,0.125,0.022,0.965,-28.29300000000001,0.0325,0
0.359,0.8390000000000001,0.454,0.0,-9.09,0.804,1
0.00101,0.6759999999999999,0.92,8.65e-06,-7.96,0.624,2
0.888,0.0749,0.108,0.867,-16.197,0.0372,2
0.212,0.623,0.449,0.0,-13.333,0.5720000000000001,2
0.000825,0.315,0.534,0.108,-7.552,0.28300000000000003,2
0.8270000000000001,0.459,0.394,0.8240000000000001,-14.981,0.636,0
