acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,genre
0.0648,https://api.spotify.com/v1/audio-analysis/5e6x5YRnMJIKvYpZxLqdpH,0.636,138053,0.746,5e6x5YRnMJIKvYpZxLqdpH,0.29,0,0.17300000000000001,-3.785,1,0.0393,132.31,4,https://api.spotify.com/v1/tracks/5e6x5YRnMJIKvYpZxLqdpH,audio_features,spotify:track:5e6x5YRnMJIKvYpZxLqdpH,0.43200000000000005,Rock
0.903,https://api.spotify.com/v1/audio-analysis/6HknRM996YMa7VSBFYlnPJ,0.177,485667,0.127,6HknRM996YMa7VSBFYlnPJ,0.9009999999999999,8,0.114,-19.167,1,0.0394,149.69799999999998,4,https://api.spotify.com/v1/tracks/6HknRM996YMa7VSBFYlnPJ,audio_features,spotify:track:6HknRM996YMa7VSBFYlnPJ,0.0612,Classical
0.995,https://api.spotify.com/v1/audio-analysis/1aTpzY2ggWHhPi8p2f56u1,0.436,224133,0.00518,1aTpzY2ggWHhPi8p2f56u1,0.932,7,0.0788,-36.593,1,0.067,135.286,5,https://api.spotify.com/v1/tracks/1aTpzY2ggWHhPi8p2f56u1,audio_features,spotify:track:1aTpzY2ggWHhPi8p2f56u1,0.275,Classical
0.46799999999999997,https://api.spotify.com/v1/audio-analysis/1snMZcKWW9QIeCEBafnqVx,0.7979999999999999,184110,0.6409999999999999,1snMZcKWW9QIeCEBafnqVx,0.0,1,0.171,-5.581,1,0.37200000000000005,146.078,4,https://api.spotify.com/v1/tracks/1snMZcKWW9QIeCEBafnqVx,audio_features,spotify:track:1snMZcKWW9QIeCEBafnqVx,0.42100000000000004,Hip-Hop
0.209,https://api.spotify.com/v1/audio-analysis/7CmNyEQUpNSX6RMM5Fw3os,0.6890000000000001,171888,0.39299999999999996,7CmNyEQUpNSX6RMM5Fw3os,0.0,0,0.122,-9.179,0,0.0876,158.016,4,https://api.spotify.com/v1/tracks/7CmNyEQUpNSX6RMM5Fw3os,audio_features,spotify:track:7CmNyEQUpNSX6RMM5Fw3os,0.513,Hip-Hop
0.172,https://api.spotify.com/v1/audio-analysis/4YmmiC4bRQS9nBcrc4qTbI,0.84,172982,0.68,4YmmiC4bRQS9nBcrc4qTbI,0.0,4,0.131,-6.03,0,0.069,91.5,4,https://api.spotify.com/v1/tracks/4YmmiC4bRQS9nBcrc4qTbI,audio_features,spotify:track:4YmmiC4bRQS9nBcrc4qTbI,0.142,Hip-Hop
0.122,https://api.spotify.com/v1/audio-analysis/4kfeRwpq5KUaqTkgi4TbDF,0.691,205666,0.632,4kfeRwpq5KUaqTkgi4TbDF,0.0,1,0.0646,-7.598,1,0.0513,169.982,4,https://api.spotify.com/v1/tracks/4kfeRwpq5KUaqTkgi4TbDF,audio_features,spotify:track:4kfeRwpq5KUaqTkgi4TbDF,0.488,Hip-Hop
0.794,https://api.spotify.com/v1/audio-analysis/7rfomFrvtDcxRTCSEunAfA,0.7929999999999999,186667,0.457,7rfomFrvtDcxRTCSEunAfA,0.0,11,0.11199999999999999,-11.902000000000001,1,0.127,135.119,4,https://api.spotify.com/v1/tracks/7rfomFrvtDcxRTCSEunAfA,audio_features,spotify:track:7rfomFrvtDcxRTCSEunAfA,0.904,Hip-Hop
0.958,https://api.spotify.com/v1/audio-analysis/0xX7kREWmOGBWzYNcpZwRN,0.25,364093,0.135,0xX7kREWmOGBWzYNcpZwRN,0.0349,9,0.0477,-18.615,1,0.0488,94.404,4,https://api.spotify.com/v1/tracks/0xX7kREWmOGBWzYNcpZwRN,audio_features,spotify:track:0xX7kREWmOGBWzYNcpZwRN,0.179,Classical
0.0562,https://api.spotify.com/v1/audio-analysis/02mYw61RoS1vXvkD9Q5dpN,0.889,154667,0.507,02mYw61RoS1vXvkD9Q5dpN,0.0,2,0.11599999999999999,-8.74,1,0.162,111.994,4,https://api.spotify.com/v1/tracks/02mYw61RoS1vXvkD9Q5dpN,audio_features,spotify:track:02mYw61RoS1vXvkD9Q5dpN,0.21899999999999997,Hip-Hop
